review,sentiment
"I rented this film in DVD form without knowing anything at all about it, part of a winter marathon of watching a film every night. After several awful American action adventure films (Ballistic, Daredevil, Cradle of Life) Zhu Warriors struck me as brilliantly original filmmaking. The story is complete nonsense, but I found the film's sincerity, good- heartedness and complete lack of irony refreshing, and the film looks spectacular. Sure, the special effects are not technically as flawless as those produced by Hollywood, but the filmmakers wisely are more interested in color, composition and movement than realism and so many of the shots are breathtaking. In one shot, two of the superhuman characters stand on craggy spires of rock, a huge moon rising before them, the image perfectly balanced by the three elements. In another, a princess-warrior spires through the heavens behind her glowing sword like a heat-seeking missile. And the colors explode from shot to shot, used to express emotion rather than to represent reality.<br /><br />The characters have the same simplicity and directness of comic book characters, offering no great depth in themselves but referring to archtypes that resonate more deeply. Physically, several of the actors are astonishingly beautiful. They play their roles straight up, without irony or guile, and so are believable.<br /><br />Most strange of all, despite the clumsiness of plot and thin characterizations, I found myself very near tears at the end, moved by the beautiful simplicity of the actors and the wildly original, good-hearted vision of the director.<br /><br />",positive
"I couldn't agree more with Nomad 7's and I A HVR's comments. A perfect laid back Sunday morning movie. The humor is subtle (exact opposite of ""slapstick"" as one misguided commenter noted).<br /><br />But what always ceases to amaze me is how often I find myself wanting to come back to this movie over and over. I originally copied this movie onto VHS about 12 years ago when it was premiered on one of those Pay Cable free weekend previews(HBO maybe?). Had never heard of it previously. Don't know why it wasn't marketed that well. ?? When DVD's were released en mass, it was one of the first movies I replaced. A great combination of cast and writing. Plus, the back drop of Montana wilderness doesn't hurt things either (beautiful).<br /><br />It's probably not the type of comedy for everyone, but what is? If Adam Sandler type stuff is up your alley, this probably won't be your cup of tea. This movie needs your full attention. The humor is mostly in the dialog.<br /><br />I believe my next viewing will probably be about my 12th. But I still know that when it gets to the scenes like the one where the hoods of the police cars start blowing off, I'm going to loose it (Ed O'Neill's face is PRICELESS!). Recommended 110%.",positive
"After completing the lackluster novel, Heart of Darkness, I moved on to watch the movie, which was a complete and absolute disappointment. At the onset, I expected that the movie would help put together the jigsaw puzzle of a book. However, even though I had read the novel, the movie still made no sense at all, so I can't imagine how lost I would be if I had skipped the book altogether. It seemed as though the writers picked out their favorite parts and put them in the movie, and left out anything that may assist the viewers in comprehending the meaningless plot. This dreadful movie made no sense at all, and I would strongly recommend against watching it, as it will do nothing more than leave you completely baffled and bewildered.",negative
"I loathed this film. The original Phantasm had such wonderful ambiance and mystery. Like many 70s horror flicks, it looked and felt like some creepy, unfinished documentary. Phantasm II, from the late 80s, pumped up the action, but maintained this nice attention to mood. Sadly, Phantasm III is just awful. It tediously explains all of the weird happenings in the previous films, which diminishes rather than expands their power. It shamelessly degrades imagery from the first Phantasm like a cheap reenactment of the original. There are so many flying spheres in this movie that they seem more like household pests than menacing death orbs. Hundreds hang from the ceiling like Christmas balls swaying in the draft. Didn't anyone-- the prop master, the DP, the editor, the director-- notice or care that they looked so crummy? Even worse, Phantasm III presents one corny, unfunny joke after another. How different from the intensity of the first film. The original Phantasm used humor to relieve its relentless focus on death. Phantasm III uses death to set up countless cheap jokes about Reggie's horniness: several refer to the film's ""flying balls"" ha-ha, oh, I get it, balls. Maybe the crew got a kick out of these jokes, but they are on us.",negative
"This piece of Crap is actually the BOMB, as in Bottom of the Barrel. I can't figure out which is worst; Norris' dull portrayal of anonymity (not a great trait in an action protagonist) or Christopher Neame's hysterical overacting. This film doesn't deliver on any level what so ever. The action sequences are tame, the plot is paper thin, and the scenes that are supposed to be horrific look like a cliché from the fifties. You can't just fill a room with smoke and men in rubber suits, and expect the audience to scream in terror.<br /><br />Visually the film does nothing for me. It actually looks like an unfortunate mix between a cheap porn flick and a Miami Vice rip-off with a little sprinkling of hell-spawn. No, wait. That should have been hell-yawn.",negative
"I love this movie. It is the first film Master P have ever done. It is based on the story of his life. It is low-budget, but it is very good. It shows how Master p grew up in projects in New Orleans.<br /><br />Not only did Master P start in this movie, he also was the writer and director with Moon Jones. The DVD also has The No Limit ice cream party on it. This movie shows how Master P goes from bad too good and how he had to deal with the things around him. It also has many of The No Limit Records roster in this film. You should buy or rent this film.<br /><br />It is a great movie to watch is you like rap, or is a Master P fan. I will not spoil this movie for you. Go get this movie as fast as you can and watch it. You will like it.",positive
"Sorry, but every time I see a film wherein a woman sucker-punches a man and the man does nothing but cower, the film looses all credibility. So the new (female) Starbuck immediately tainted the plot before it even got off the ground (no pun intended). Dirk Benedict was so much more plausible as the sensitive hero-type than the new-age Kattee Sackhoff-- whose overacting will probably be henceforth lauded as ""a compelling, exciting, must-see, ground-breaking performance,"" by the politically correct new-speak of today's review copy editors; but in essence, it is just a tired, old image of a woman with a chip on her shoulder as big as a townhouse: the biggest cliché on screens today. I may give this series one more shot, but human caricatures alone will not keep me tuned in. As James Hilton once bemoaned, ""A story, please; just give me a story.""",negative
"I love this movie like no other. Another time I will try to explain its virtues to the uninitiated, but for the moment let me quote a few of pieces the remarkable dialogue, which, please remember, is all tongue in cheek. Aussies and Poms will understand, everyone else-well?<br /><br />(title song lyric)""he can sink a beer, he can pick a queer, in his latest double-breasted Bondi gear.""<br /><br />(another song lyric) ""All pommies are bastards, bastards, or worse, and England is the a**e-hole of the universe.""<br /><br />(during a television interview on an ""arty program""): Mr Mackenzie what artists have impressed you most since you've been in England? (Barry's response)Flamin' bull-artists!<br /><br />(while chatting up a naive young pom girl): Mr Mackenzie, I suppose you have hordes of Aboriginal servants back in Australia? (Barry's response) Abos? I've never seen an Abo in me life. Mum does most of the solid yacca (ie hard work) round our place.<br /><br />This is just a taste of the hilarious farce of this bonser Aussie flick. If you can get a copy of it, watch and enjoy.",positive
"I wanted to see this movie ever since the previews came out. I don't understand why everyone is so hard on this film. It may not all be technically true to the sport of rugby, but this film is not mainly about the sport. It's about a rugby team that is taught how to be more than the world expects of them. They are taught to become men, and not temporally vain boys. Hollywood is never 100% correct in their productions. They are there to make a product that sells. Something entertaining. The story of Coach Gelwix and what he has taught over the years is simply amazing. He teaches about service, honor, integrity, and moral cleanliness. How many other movies are teaching that to our youth these days? I was proud to see such an amazing story that taught reverence and respect.",positive
"The monster will look very familiar to you. So will the rest of the film, if you've seen a half-dozen of these teenagers-trapped-in-the-woods movies. Okay, so they're not teenagers, this time, but they may as well be. Three couples decide it might be a good idea to check out a nearly-abandoned ghost town, in hopes of finding the gold that people were killed over a scant century-and-a-half before. You'd think that with a title like ""Miner's Massacre"" some interesting things might happen. They don't. In fact, only about 1/10 of the film actually takes place in the mine. I had envisioned teams of terrified miners scampering for their lives in the cavernous confines of their workplace, praying that Black Lung Disease would get them before The Grim Reaper exacted his grisly revenge, but instead I got terrestrial twenty-somethings fornicating--and, in one case, defecating--in the woods, a gang of morons with a collective I.Q. that would have difficulty pulling a plastic ring out of a box of Cracker Jacks, much less a buried treasure from an abandoned mine. No suspense, no scares, and a couple of embarrassing performances. Somebody forgot to tell the writers that ""Fool's Gold"" refers to the genuineness of the gold, not the people who are looking for it. 3/10",negative
"Contains spoilers. <br /><br />The British director J. Lee Thompson made some excellent films, notably 'Ice Cold in Alex' and 'Cape Fear', but 'Country Dance' is one of his more curious offerings. The story is set among the upper classes of rural Scotland, and details the strange triangular relationship between Sir Charles Ferguson, an eccentric aristocratic landowner, his sister Hilary, and Hilary's estranged husband Douglas, who is hoping for a reconciliation with her. We learn that during his career as an Army officer, Charles was regarded as having 'low moral fibre'. This appears to have been an accurate diagnosis of his condition; throughout the film he displays an attitude of gloomy disillusionment with the world, and his main sources of emotional support seem to be Hilary and his whisky bottle. The film ends with his committal to an upper-class lunatic asylum. <br /><br />Peter O'Toole was, when he was at his best as in 'Lawrence of Arabia', one of Britain's leading actors, but the quality of his work was very uneven, and 'Country Dance' is not one of his better films. He overacts frantically, making Charles into a caricature of the useless inbred aristocrat, as though he were auditioning for a part in the Monty Python 'Upper-Class Twit of the Year' sketch. Susannah York as Hilary and Michael Craig as Douglas are rather better, but there is no really outstanding acting performance in the film. There is also little in the way of coherent plot, beyond the tale of Charles's inexorable downward slide.<br /><br />The main problem with the film, however, is neither the acting nor the plot, but rather that of the Theme That Dare Not Speak Its Name. There are half-hearted hints of an incestuous relationship between Charles and Hilary, or at least of an incestuous attraction towards her on his part, and that his dislike of Douglas is motivated by sexual jealousy. Unfortunately, even in the swinging sixties and early seventies (the date of the film is variously given as either 1969 or 1970) there was a limit to what the British Board of Film Censors was willing to allow, and a film with an explicitly incestuous theme was definitely off-limits. (The American title for the film was 'Brotherly Love', but this was not used in Britain; was it too suggestive for the liking of the BBFC?) These hints are therefore never developed and we never get to see what motivates Charles or what has caused his moral collapse, resulting in a hollow film with a hole at its centre. 4/10",negative
"After a few misfires, we are still waiting for THE French horror movie that the critics will certainly vilify, but will launch a new trend. Not this time. Doug Headline can't be accused of not being knowledgable in the genre (He is editor of a high-class fantasy imprint, has worked for legendary magazine Starfix.), but why a scenario that uses EVERY cliché in the book (except maybe the Odious Comic relief) ? Why make it so predictable ? Even the nods towards Argento fails flat. It's not even an euro-teen movie like the German ""Anatomy"", much better, just a compilation of scenes that barely seems to have any relation one with the other and features LOTS of plot holes. The whole ""Celtic"" aspect is barely touched. And, after a ""revenation"" painfully predictable, the screenplay offers us a boring, endless chase in a subterranean necropole which seems bigger than Parisian catacombs. I really wanted to love this film. Really. But even a mother would not. Oh, and writer Valerio Evangelisti was supposed to have a cameo, but I vainly looked for him.",negative
"I never understood why some people dislike Bollywood films: they've got charismatic actors, great dance numbers, and heightened emotion--what's not to like? What I didn't realize was that I had only seen the upper-crust of Bollywood. Then I watched ""Garam Masala"". I could tell from the first scene that this was not a movie I was going to like (the film opens with a montage of the two leads driving around a city and apparently happening serendipitously on a series of photo setups populated with gyrating models), but I kept hoping things would improve. Sadly, they didn't. The main problem is that the two protagonists, Mac & Sam, are completely unsympathetic. They spend the entire movie lying to women--and lying brutally- -in order to get them into bed, and the audience is supposed to find this funny, and be charmed. The boys are unscrupulous and inept, and not in a lovable way. Mac even goes so far as to have one of the women drugged in order to keep her from discovering his cheating. The script is extremely poor, with repetitive scenes, setups that never lead to anything, and illogical actions and statements by the characters. In fact, the characters are never really developed at all. The males are boorish, greedy jerks, and the women merely interchangeably beautiful. If you go by this movie, you would think that ""air hostesses"" are pretty easy to pass from man to man. In reality, betrayal is not so humorous. <br /><br />The only bright spots I found in the movie were one dance number that had brilliant sets, and a few slapsticky moments involving the French-farce, door-slamming aspects of the story. But Bollywood dancing is better enjoyed in movies choreographed by Farah Khan, and for slapstick you might as well just go straight to the silent comedies of Buster Keaton and Harold Lloyd, who seem to have influenced writer/director Priyadarshan not a little. Priyadarshan also takes false credit for inventing the story: the basic premise of the plot is stolen from the 1960 play ""Boeing Boeing."" The original author of that work, Marc Camoletti, is credited nowhere. At least Priyadarshan changed the title for this remake, rather than brazenly using the original without giving credit, as he did in his 1985 version of this same tale. (According to IMDb's credits list.)",negative
"I have to be completely honest in saying first that I fell asleep somewhere in the middle, so I cannot give a full opinion about the film until I see it in full. Basically, a group of thieves, including Sid Carter (Sid James) and Ernie Bragg (Bernard Bresslaw), plan to make a fortune stealing a shipment of contraceptive pills from Finisham maternity hospital. This is where title character Matron (Hattie Jacques) works, along with staff members Sir Bernard Cutting (Kenneth Williams), Dr. Francis Goode (Charles Hawtrey), Dr. Prodd (Terry Scott) and Nurse Susan Ball (Barbara Windsor). Patients and their visitors are around too, including pregnant Mrs. Tidey (Joan Sims) and her nervous dad-to-be husband Mr. Tidey (Kenneth Connor). Also starring Bill Maynard as Freddy and EastEnders' Wendy Richard as Miss Willing. This plan by the way is not working out by the way, because all the staff are getting in the way. That's pretty much all can say about the film until I see it again in full. Okay!",negative
"SPOILERS: The original Road House is one of those movies that I know is clichéd and unoriginal, yet it's done so well, I'm embarrassed to admit I really like it. Turns out many of my friends, whose movie opinions I respect, think the same way. So when they attempt to make a sequel to it and it's as if it was written by some high school kids who were given the rights to do a sequel, it's just bad; really, really bad.<br /><br />Oddly, Johnathon Schaech is listed as one of the writers and I can only hope his WGA membership is revoked. The writing was just bad and all the writers of this film should retire for complete lack of originality and some of the worst dialog in this millennium. Schaech already appearing to be the king of the straight-to-DVD sequel (8mm 2, Poison Ivy 2) and now after seeing this and 8mm 2, I'm thinking his acting ability is non-existent. He was awful, just awful.<br /><br />And it's not the terrible fighting scenes that make this movie terrible, but take it from me, they're bad. Every fight scene is a slowly delivered punch (yet still making the ""wiff"" sound in the air) that is then blocked by the opponent, who returns a punch that sends the first guy to the ground. This is repeated throughout the film, worse than any bad 1970s cop show. Or the fact that many of the people involved in the fights seem to have a mouth full of cherry kool-aid for some reason. And we're supposed to believe Will Patton is a fighting machine; his fight scenes look so amazingly fake I was honestly embarrassed watching. <br /><br />It's the complete lapses of logic in this ridiculous movie that make it terrible. For instance: Johnathon Schaech's character is in town for a day and already tells some girl he barely knows who he has no idea what side she's on, ""I'm with the Feds, but don't tell anyone."" The female villain, who fights the good girl in one fight scene with acrobatics that rival any super hero, yet is easily held down by the Will Patton, ""old guy,"" in another scene by simply holding both her hands while he utters some ridiculous line (""stab me once, shame on you, stab me twice, ain't gonna happen"" whew, that's bad) and then head-butts her. Jake Busey's villain shoots at the feds while caught in the middle of a drug deal, yet no DEA agents or anyone simply go to his place and pick him up after, in fact, he's simply let go because ""this is the sheriff's territory."" Busey wants the bar because it's ""in a great location"" for drug deals, yet his own house appears to be just as good apparently offering all the perks the bar is supposed to have. Johnathon Schaech's character is supposed to be the son of Patrick Swayze's character in the original, yet Swayze's character's last name is Dalton and Schaech's isn't (nor is the supposed brother of Swayze's character). And Johnathon Schaech looks about 50 in this movie. I looked it up, he's 17 years younger than Swayze, but he looks awful.<br /><br />But my favorite absolutely stupid scene in this movie was the most stock fight scene ending in movies: the villain is knocked through a window on a second floor and as they pan down I'm thinking ""please don't tell me he's impaled on something..."" and sure enough, my worst fears were realized.<br /><br />Actually, I could go on for another half hour about the things I hated about this movie. Suffice to say, let's put an end to these ridiculous straight-to-DVD sequels to theatrical movies, at least the ones with Johnathon Schaech.",negative
"Most of the episodes on Season 1 are awful..There is no comparison to Twilight Zone or Outer Limits, as they programs actually had decent story lines. Most of Amazing Stories are well dull..not amazing in the least..go rent or buy the Twilight Zone series...I have heard Season 2 of this series is much better..also for some reason on the DVD's they cut out the Ray Walston parts which further diminishes this compilation. The one cool thing is to see actors and actresses when they were younger in 1985...Most of the story lines are very predictable though and the series could of been better with twists and turns that left you wondering...",negative
"Don't get me wrong, the movie is beautiful, the shots are stunning, and the material is dramatic. However, it was a big disappointment and I actually left very angry at what Disney had done.<br /><br />BBC's Planet Earth was all of the above and more. It was subtle. It had an overall feeling of balance and showed the full circle of life and death. There was tragedy and triumph, loss and gain. It was balanced.<br /><br />Disney's edit of Earth is none of this. They tried to make it a movie us Americans would talk about. They made it DRAMATIC. They put an over the top musical score there to frighten us. They made predators evil. They made WALRUSES evil. They showed every encounter as negative. It tried to be suspenseful and succeeded, but at the expense of the lesson of balance. The movie was an hour and a half of negative portrayal and only about 10 minutes of positive.<br /><br />I am all for preventing global warning, but this was over the top political and environmental junk.<br /><br />That's another thing, I went to see it on the big screen, but was disappointed in the picture quality. It looked better on my TV at home.<br /><br />If you want to see something like this and get the whole picture, go out and buy, rent, or borrow the BBC's Planet Earth series. It is better lessons, better sound, and (if you have Blu-Ray)better picture quality.",negative
"Can they possibly get any worse than this? Probably. But after all Steven Seagal gets to do what he does. Well kind of; this time instead of mortally wounding the bad guys he just wounds them. By reputation of being a bad ass agent Seagal is hired to deliver a special package from France to America. But it is not an easy task with so many people trying to intercept and foul up the mission. The fights just don't have enough bite and the big bangs are just big and that's all. Anna-Louis Plowman seems to be the only cast member not to appear wooden. Also in the cast are: Jeffery Pierce, Max Ryan and Harry Van Gorkum. Don't put all the blame on Seagal for this clunker.",negative
"As I'm listening to my parents watch this (after I gave up 10 minutes into the film), they have absolutely no idea what is going on. When ""Charles Dickens"" stared into the camera, I half expected him to turn into a demon (yes, he looked like one). Unfortunately, that didn't happen.<br /><br />This movie had various reasons I did not finish it: one, it was unbearably slow. I mean, seriously, it was SLOWW. You can only understand 10% of what is said, and the characters were poorly introduced.<br /><br />If you have an English accent and you like a LOTTT of talking, no action, terrible acting, cheesy laughs, and the same music/sound effects played over and over and over, then this is THE movie for you...<br /><br />1/10 - completely horrible.<br /><br />Avoid at all costs.",negative
"When i watch this movie i too get excited when seen bed scenes of miss world. She has beautiful and charming body. When cute lady do bed scenes and show her fully nude body... i think male have hard to resist....i think its time for cute girls like hrishita bhatt also do nude scenes. At least no one wants to c nude body of ugly women like Seema biswas to c in bandit queen.I concur with what mallicka.b has said. The movie is portrayed in a way which appears to be a kind of vilification on the original content. Emotions aren't conveyed properly. I guess a couple of not-so-good performances also contributed to its mediocrity. In my view, Tabu would have been a much better choice for such a role instead of Aishwarya Rai. In some of her scenes, she looks a bit lusty, which is not ultimately what the movie should have portrayed. I also noticed a bit of over-acting in some of her scenes. I'm a bitter critic of Aishwarya Rai :) Can't help it; sorry for that. 'Raincoat' was a good movie by Rituparno Ghosh. And I saw Choker Bali after seeing Raincoat; I was not at all impressed",positive
Wonderfully put together..I wish there was a follow up to this documentary to follow up with the lives of some and celebrate the lives of others lost...there should be a part two..a real one. It was great..the film wasn't long enough..I would like to know why the creator of the film did not follow up!! this is so important to the community period..well if your are reading this please consider doing another documentary of this sort...I am really tired of hearing from naive writers how AIDS and Men go together when they don't; actually its the hetero's that we need to look into..this film didn't even bother to mention HIV or AIDS and I was so glad for that..I really appreciated the break downs and definitions too. Thank you s much for allowing this film to exist.,positive
"Many people remember the Waco standoff that occurred a long time ago. What most people probably have ingrained in their minds is the ""cult leader"" David Koresh and the images of the compound burning to the ground after a long standoff. A lot of people have the belief that Koresh was some kind of madman who thought he was God. He was accused of being a child molester and was credited for the breakdown and deaths of his followers. Furthermore, many people feel the cult committed mass suicide when the FBI stormed Mount Carmel Center and when the building was burning. Most people feel the cult was at fault for not agreeing with the FBI on reasonable terms. Most people feel the cult was brainwashed by Koresh and followed along with everything that he said. Nothing could be farther from the truth, because of strong evidence after the nightmare was over, and this one-of -a- kind documentary pretty much proves it!! <br /><br />This documentary is one of the most balanced examinations at the situation that occurred. It is much more thorough and highly detailed than anything most people have received in the mainstream media. To the shock of many people, this documentary will reveal that is was the ATF, the FBI, and the higher levels of the United States government who were the ones who were unjust, cruel, and deceptive, and not David Koresh and his followers. What Korseh and Davidians were doing was just protecting their constitutional rights, and the higher powers completely violated and raped those rights. The AFT had no grounds to storm the compound; it was the AFT that shot first and they shot from the helicopters from above at unarmed men, women, and children!! What is even more shocking is the actions of the FBI when they entered the Mount Carmel. Watch it for yourselves and you will develop and new perspective on the U.S. government. There is infrared footage that clearly shows the FBI was shooting with machine guns at the men, women, and children in the burning compound. It will make your blood boil. It will make you really angry. It will make you wonder as to what kind of people run this country. Finally, it will make you wonder as to what you are being told on the news every night is the whole truth and nothing but the truth. This video is frightening and I highly recommend it if one can find it. This documentary does not need to be purchased; it can be watched for free on google video!",positive
"The Straight Story is a multilevel exploration of the goodness and beauty of America. At one level a slow walk through the heartland, it's kind inhabitants, and amber grain, at another level about growing old and remembering what is important(and actively forgetting what isn't). David Lynch gives us time in this movie and helps me to remember that so much can be said with silence. A remarkable movie that will rest gently with me for some time to come.",positive
"First saw this half a lifetime ago on a black-and-white TV in a small Samoan village and thought it was hilarious. Now, having seen it for the second time, so much later, I don't find it hilarious. I don't find ANYTHING hilarious anymore. But this is a witty and light-hearted comedy that moves along quickly without stumbling and I thoroughly enjoyed it.<br /><br />It's 1945 and Fred MacMurray is a 4F who's dying to get into one of the armed forces. He rubs a lamp in the scrapyard he's managing and a genie appears to grant him a few wishes. (Ho hum, right? But though the introduction is no more than okay, the fantasies are pretty lively.) MacMurray tells the genie that he wants to be in the army. Poof, and he is marching along with Washington's soldiers into a particularly warm and inviting USO where June Haver and Joan Leslie are wearing lots of lace doilies or whatever they are, and lavender wigs. Washington sends MacMurray to spy on the enemy -- red-coating, German-speaking Hessians, not Brits. The Hessians are jammed into a Bierstube and singing a very amusing drinking song extolling the virtues of the Vaterland, ""where the white wine is winier/ and the Rhine water's Rhinier/ and the bratwurst is mellower/ and the yellow hair is yellower/ and the Frauleins are jucier/ and the goose steps are goosier."" Something like that. The characterizations are fabulous, as good as Sig Rumann's best. Otto Preminger is the suspicious and sinister Hessian general. ""You know, Heidelberg, vee are 241 to 1 against you -- but vee are not afraid."" <br /><br />I can't go on too long with these fantasies but they're all quite funny, and so are the lyrics. When he wishes he were in the Navy, MacMurray winds up with Columbus and the fantasy is presented as grand opera. ""Don't you know that sailing west meant/ a terrifically expensive investment?/ And who do you suppose provides the means/ but Isabella, Queen of Queens."" When they sight the New World, someone remarks that it looks great. ""I don't care what it looks like,"" mutters Columbus, ""but that place is going to be called Columbusland.""<br /><br />Anyway, everything is finally straightened out, though the genie by this time is quite drunk, and MacMurray winds up in the Marine Corps with the right girl.<br /><br />I've made it sound too cute, maybe, but it IS cute. The kids will enjoy the puffs of smoke and the magic and the corny love story. The adults will get a kick out of the more challenging elements of the story (who are the Hessians?) unless they happen to be college graduates, in which case they might want to stick with the legerdemain and say, ""Wow! Awesome!""",positive
This is the worst of the toxie series by far. The acting in Tokyo is horrible and you can understand them about half the time. The major problem with this film is all the sudden changes from the original. Like there's a different girl friend of toxie's in this one or it might be the same character just with a different name and played by a different chick. Why is this film made like a Disney movie. After about fifteen minutes it starts getting good with the gore and all. There's 2 awesome killings then the movie goes straight to poop. After the films 20 minutes are up the film is bearly entertainment. H*LL IT'S BEARLY WATCHABLE. Well unless your drunk then don't watch this film. YOU'VE BEEN WARNED.,negative
"I hate to even waste the time it takes to write 10 lines on this atrocity. Hyung-Rae Shim is lucky that bad film-making isn't a capital crime or he'd be put to death twice for writing and directing this disaster. I'm amazed that this film had a $75m budget, but actually glad in the sense that it was such a tremendous flop, that Shim will hopefully, never get to make another movie the rest of the life and, therefore, not waste any more of filmgoers time. I would think the actors would have gotten together and lynched him by now.<br /><br />With the effects resources available to them, a great film could have been made with this budget. As usual, the failure should have been spotted at the very beginning with the terrible script and story. ""Transformers"" was another visual feast with a weak script, but this makes it look like ""Citizen Kane"".",negative
"Feroz Abbas Khan's Gandhi My Father, a film that sheds light on the fractured relationship between the Mahatma and his son Harilal Gandhi. For a story that's as dramatic as the one this film attempts to tell, it's a pity the director fails to tell it dramatically. Gandhi My Father is narrated to you like that boring history lesson that put you to sleep at school. Now the film aims to convey one very interesting point - the fact that Gandhi in his attempt to be a fair person, ended up being an unfair father. This point is made in the film many times over, and one of the examples given to make this point is that scholarship to England, which Gandhi twice denies his son. Instead of showing us how exactly Harilal dealt with this betrayal and what went on in his head, the director just moves along with the story, thus never letting us be witness to the growing resentment Harilal feels towards his father. Which is why when we finally see an outburst from Harilal, it comes off looking like he's over-reacting. <br /><br />The point I'm trying to make here is that we never really get to understand exactly why Harilal became the rebel that he did. We never really understand why he turned to Islam, and then back again to Hinduism. The thing is, we never really understand Harilal at all. And that's because the director of this film is too busy focusing on Mohandas Karamchand Gandhi and his role in the freedom struggle, a story most of us are already familiar with. To put it simply, Gandhi My Father promises to examine the strained father-son relationship, but it doesn't so much as show us where the cracks in this relationship first set in. We understand Harilal had to live with the burden of being Gandhi's son, but show us why that was a burden to begin with. Show us incidents of their early conflict. For example, it's not enough that Gandhi merely says he's opposed to Harilal's early marriage, tell us why this opposition? It's not enough that Kasturba blames her husband for the way her son turned out - for constantly shuttling him between schools in Gujarat and South Africa, for making him relocate every time Gandhi needed to relocate. Words are not enough, show us how these incidents shaped the character of Harilal Gandhi.What's more, instead of sticking with the prickly theme of this tenuous Gandhi versus Gandhi relationship, the film goes off on too many tangents, thus diluting the impact of the central theme. This was never meant to be a film about the struggle for Independence, and yet on many occasions that's exactly what it seems like, because the director feels almost obligated to take us through all the main events leading upto that historic moment, even though much of it has no relevance to the film's basic premise - the stormy father-son relationship. So you see the problem with this film is not that it's a bad film, but it's certainly a very confused film. What happens to Harilal's children after his wife's death? Does he ever have relationship with them? Where do they suddenly vanish after that one scene in which we see them with the Mahatma and Kasturba? None of these questions are answered in a film that's basically meant to be about relationships in the Gandhi family. The film version of an immensely popular play directed by Feroz Abbas Khan himself, Gandhi My Father is a disappointment, no questions asked.Cinematically, it struggles to translate the filmmaker's ambitious intention to the screen. Practically every single scene in the film opens and closes with fade-ins and fade-outs, never quite seamlessly leading into each other. On the positive side, there is inherent nobility in the film, which you recognise. The filmmaker makes every effort to deliver a balanced narrative, trying hard not to take sides, never once judging either father or son, painting neither as the villain. What the film does do, however, is make clear the fact that Gandhi was a difficult patriarch whose ideals may have shaped the nation, but evidently alienated his family. Of all the actors in the film it's only Akshaye Khanna who really shines in the role of the luck-deprived Harilal Gandhi. It's a wonderful performance, and it's not easy since the role covers virtually the entire lifespan of the character. But Akshaye brings a rare concoction of innocence and despondency to that part and succeeds in making Harilal a pitiable figure. Just watch him in that scene in which he discovers his wife's dead, and you'll realise how much he conveys through body language alone. Darshan Jariwala, meanwhile, who plays Gandhi Senior, adopts a caricaturish approach to playing the Mahatma in his later years, but it's the way he humanises the man in his early years as a barrister in South Africa that is the actor's best contribution to that role. The abundantly gifted Shefali Shah plays Kasturba, the woman who's meant to be torn in this father-son conflict, but if she's unable to bring across that feeling of helplessness then it's really not so much her fault as it is the fault of a rickety script. Much effort's gone into the making of this film and that's evident throughout, but the film suffers from that inevitable flaw that is eventually what you'll remember about it when you leave the cinema - it's just so boring.Director Feroz Abbas Khan's Gandhi My Father is a sincere effort yes, but also a film that could have done with a much tighter screenplay. What we learn from the film is that Gandhi and Harilal made each other very unhappy. And with this film, the director makes us too.",positive
"I can understand why others reacted rather unpleasantly towards the climax yielding a twist that really is hard to take seriously. I think, though, that the build-up to it works rather well. The music, quite menacing and spine-tingling, really provides a spooky aura matching the unforgiving sound of a constant ringing telephone that is driving struggling English actress, Joan Matlin(Jean Marsh)bonkers. She's borrowing a pal's nice apartment while attempting to jump-start her career in New York City(..the city buildings outside the window look about as realistic as David Letterman's)and is unceremoniously welcome by a noisy telephone which rings quite a bit, followed by loud slams against the wall. Searching for answers regarding the one responsible for such disregard towards her sanity, Joan discovers that no one rents that room, and that a former tenant had in fact strangled herself. Without help from the manager, Joan will decide to find out for herself who is causing her such anguish. Joan discovers the room empty and the phone with a particular female voice which will haunt her.<br /><br />The episode, I think, is a tour-de-force for Jean Marsh who is a one woman show. She's the only actress visible and we follow her through the crisis which slowly erodes her, the phone and the banging from that other room causing her much distress which grows into fear. Instead of leaving, Joan remains, so shaken by the noise and to the breaking point where she just wishes for the phone(..or whoever is ringing)to stop. The episode provides a possible answer as to who is plaguing Joan and why. A character named Beth comes into the story rather late as Joan struggles to find out whose female voice it was across the other line who knew her name on that dreaded phone she discovers in the room across from hers. The fate of Beth might just tell the viewer why Joan is being traumatized. I think this episode is an exercise in spooks instead of credibility;some didn't particularly like it, but I certainly did. I will admit that the phone, as a physical menace ""crawling"" towards Joan is hard to take seriously, not to mention it's attack on her, but I thought the intense opening twenty minutes before this were suitably chilling enough to make up for it.",positive
